User ID,Age,Gender,Location,Diet Type,Diet Duration (years),Reason for Diet,Dietary Transition,Favorite Cuisine,Cooking Skill,Exercise Habits,Favorite Activity,Alcohol Consumption,Smoking Habits,Education Level,Occupation,Income Level,Relationship History,Children,Pets,Travel Preference,Music Taste,Movie Preference,Reading Habits,Online Activity,App Usage Frequency,Event Attendance,Referral Source,Account Duration,Profile Completeness,Response Rate,Safety Concerns,Matched
115,28,Male,Houston,Vegetarian,7,Environmental,Gradual,Mediterranean,8,Weekly,Reading,Never,Regularly,PhD,Doctor,Middle,2,Yes,No,Cultural,Rock,Romance,5,7,Monthly,Rarely,Social Media,7,79,Often,No,No
116,37,Male,Dallas,Vegan,12,Environmental,Gradual,Indian,4,Rarely,Yoga,Never,Never,High School,Entrepreneur,Low,1,Yes,No,Relaxing,Jazz,Comedy,7,1,Daily,Never,Online Ad,12,71,Rarely,No,No
117,20,Female,Los Angeles,Raw Vegan,18,Religious,Gradual,Asian,8,Rarely,Hiking,Socially,Socially,Bachelor's,Doctor,Low,0,No,No,Cultural,Pop,Documentary,3,3,Weekly,Often,Online Ad,17,85,Always,No,Yes
118,46,Female,San Antonio,Raw Vegan,12,Religious,In Phases,Western,5,Weekly,Music,Socially,Regularly,Bachelor's,Doctor,Middle,2,No,Yes,Cultural,Rock,Comedy,7,8,Weekly,Never,Friends,23,98,Often,No,No
119,39,Male,New York,Raw Vegan,14,Environmental,In Phases,Indian,9,Rarely,Yoga,Regularly,Never,High School,Doctor,Middle,2,No,Yes,Relaxing,Pop,Romance,19,8,Daily,Never,Social Media,4,97,Rarely,No,No
120,37,Male,Houston,Pescatarian,18,Religious,Gradual,Asian,3,Daily,Music,Regularly,Socially,High School,Entrepreneur,High,2,No,No,Adventurous,Classical,Action,20,6,Daily,Often,Friends,23,88,Often,Yes,Yes
121,28,Female,Los Angeles,Pescatarian,5,Ethical,Overnight,Asian,9,Daily,Hiking,Regularly,Never,Master's,Engineer,Low,2,Yes,No,Rarely Travel,Classical,Documentary,10,3,Weekly,Often,Social Media,17,60,Often,No,No
122,25,Female,San Diego,Vegetarian,4,Health,Overnight,Western,2,Daily,Reading,Regularly,Regularly,PhD,Artist,Low,0,No,No,Cultural,Classical,Romance,16,3,Daily,Often,Friends,18,62,Often,No,Yes
123,38,Female,Houston,Raw Vegan,10,Health,In Phases,Western,10,Daily,Reading,Never,Socially,High School,Entrepreneur,Low,2,No,Yes,Adventurous,Classical,Romance,3,5,Monthly,Never,Online Ad,21,70,Often,No,No
124,19,Female,Houston,Raw Vegan,9,Health,Gradual,Indian,3,Daily,Music,Never,Regularly,Bachelor's,Artist,Middle,5,Yes,Yes,Cultural,Pop,Romance,12,1,Daily,Never,Friends,1,82,Always,No,No
125,30,Female,Dallas,Raw Vegan,18,Religious,In Phases,Indian,3,Daily,Yoga,Regularly,Regularly,High School,Artist,Middle,1,Yes,No,Relaxing,Jazz,Documentary,13,1,Daily,Never,Social Media,4,84,Often,No,No
126,23,Female,Houston,Vegan,13,Religious,Gradual,Western,5,Weekly,Music,Regularly,Socially,Bachelor's,Entrepreneur,High,4,No,Yes,Rarely Travel,Rock,Action,15,3,Daily,Never,Social Media,17,99,Rarely,No,No
127,25,Other,New York,Vegan,13,Environmental,Gradual,Asian,8,Weekly,Yoga,Never,Never,High School,Doctor,Low,0,Yes,No,Cultural,Rock,Comedy,15,8,Daily,Never,Online Ad,14,99,Often,No,No
128,49,Female,Chicago,Raw Vegan,12,Health,Overnight,Indian,5,Daily,Hiking,Regularly,Socially,Master's,Engineer,Low,2,No,Yes,Relaxing,Jazz,Romance,12,5,Monthly,Never,Friends,14,51,Often,No,No
129,31,Male,Dallas,Pescatarian,13,Ethical,In Phases,Asian,7,Rarely,Hiking,Never,Never,PhD,Entrepreneur,High,2,No,No,Relaxing,Jazz,Action,18,9,Monthly,Never,Online Ad,9,60,Rarely,No,No
130,33,Other,San Antonio,Raw Vegan,18,Environmental,Gradual,Western,1,Rarely,Hiking,Socially,Socially,PhD,Engineer,High,4,No,No,Cultural,Pop,Documentary,3,5,Monthly,Rarely,Social Media,23,76,Rarely,Yes,Yes
131,40,Female,San Antonio,Pescatarian,18,Health,In Phases,Indian,5,Weekly,Hiking,Socially,Regularly,PhD,Artist,Low,4,No,Yes,Cultural,Classical,Documentary,19,9,Weekly,Rarely,Friends,10,98,Often,No,No
132,50,Male,Dallas,Pescatarian,9,Environmental,In Phases,Asian,4,Daily,Reading,Never,Regularly,Bachelor's,Engineer,Middle,5,No,No,Relaxing,Pop,Documentary,4,5,Daily,Never,Social Media,13,83,Rarely,Yes,Yes
133,27,Male,San Jose,Vegetarian,17,Religious,Gradual,Western,6,Weekly,Music,Never,Regularly,PhD,Artist,High,3,No,Yes,Relaxing,Pop,Comedy,18,4,Weekly,Never,Friends,4,57,Rarely,No,No
134,42,Male,Phoenix,Raw Vegan,7,Ethical,Overnight,Western,4,Rarely,Yoga,Never,Socially,Master's,Artist,Middle,2,No,No,Adventurous,Rock,Comedy,7,3,Weekly,Rarely,Online Ad,20,73,Often,No,No
135,25,Male,Los Angeles,Vegan,7,Religious,Gradual,Indian,4,Daily,Hiking,Socially,Regularly,PhD,Teacher,High,0,Yes,No,Cultural,Rock,Documentary,4,9,Daily,Often,Online Ad,19,85,Rarely,No,Yes
136,35,Male,Houston,Vegan,18,Environmental,Gradual,Asian,5,Rarely,Reading,Never,Socially,Master's,Entrepreneur,High,5,Yes,No,Cultural,Rock,Romance,4,5,Weekly,Often,Online Ad,18,86,Rarely,No,No
137,26,Male,New York,Vegan,5,Environmental,Overnight,Indian,2,Weekly,Hiking,Regularly,Never,Master's,Artist,High,3,No,Yes,Rarely Travel,Pop,Documentary,20,6,Daily,Often,Social Media,23,59,Rarely,No,No
138,24,Male,Phoenix,Vegan,3,Health,Gradual,Asian,3,Daily,Yoga,Never,Regularly,Master's,Doctor,Low,5,No,No,Adventurous,Classical,Comedy,20,9,Monthly,Rarely,Social Media,21,67,Often,No,Yes
139,24,Female,New York,Vegan,3,Religious,Overnight,Indian,5,Rarely,Reading,Socially,Socially,Bachelor's,Entrepreneur,Middle,4,No,No,Rarely Travel,Classical,Action,3,4,Weekly,Rarely,Social Media,6,60,Often,No,No
140,27,Female,San Jose,Raw Vegan,3,Ethical,In Phases,Asian,6,Daily,Reading,Regularly,Regularly,High School,Teacher,High,2,No,Yes,Cultural,Jazz,Comedy,7,3,Weekly,Never,Social Media,14,87,Always,No,No
141,41,Male,Philadelphia,Vegetarian,15,Ethical,In Phases,Mediterranean,7,Daily,Music,Never,Regularly,Bachelor's,Entrepreneur,Middle,3,No,No,Relaxing,Classical,Documentary,12,7,Weekly,Rarely,Friends,3,90,Rarely,No,Yes
142,40,Female,Chicago,Vegetarian,8,Health,Overnight,Asian,8,Rarely,Hiking,Socially,Never,PhD,Doctor,High,3,Yes,Yes,Cultural,Rock,Comedy,13,3,Weekly,Never,Social Media,13,70,Rarely,Yes,Yes
143,43,Female,New York,Raw Vegan,8,Environmental,In Phases,Mediterranean,10,Rarely,Hiking,Regularly,Socially,Master's,Engineer,Middle,4,No,No,Relaxing,Rock,Action,10,2,Monthly,Rarely,Social Media,10,61,Always,Yes,No
144,50,Male,San Diego,Pescatarian,13,Environmental,Overnight,Asian,9,Daily,Hiking,Regularly,Regularly,Master's,Doctor,High,2,No,Yes,Relaxing,Rock,Comedy,9,8,Weekly,Rarely,Social Media,14,52,Always,Yes,No
145,46,Male,Houston,Vegan,16,Environmental,Gradual,Mediterranean,8,Daily,Music,Regularly,Socially,PhD,Teacher,Middle,5,Yes,Yes,Rarely Travel,Rock,Documentary,9,7,Monthly,Rarely,Online Ad,16,66,Often,No,No
146,27,Male,Chicago,Vegan,14,Religious,Gradual,Indian,7,Daily,Music,Regularly,Never,High School,Teacher,Low,5,No,No,Relaxing,Pop,Romance,11,2,Daily,Never,Social Media,1,94,Rarely,No,Yes
147,30,Male,New York,Raw Vegan,6,Environmental,In Phases,Indian,5,Rarely,Yoga,Never,Never,PhD,Teacher,High,3,Yes,No,Relaxing,Pop,Romance,1,1,Weekly,Often,Online Ad,12,86,Always,No,Yes
148,28,Male,New York,Vegan,9,Ethical,Overnight,Western,2,Weekly,Yoga,Regularly,Socially,Bachelor's,Artist,Low,3,No,Yes,Cultural,Pop,Romance,17,7,Weekly,Often,Online Ad,13,93,Often,No,No
149,42,Female,Phoenix,Raw Vegan,12,Health,In Phases,Asian,2,Daily,Hiking,Regularly,Never,Bachelor's,Engineer,Low,4,No,No,Cultural,Jazz,Romance,10,8,Daily,Never,Friends,5,62,Always,No,No
150,43,Male,San Diego,Pescatarian,5,Environmental,In Phases,Mediterranean,10,Daily,Hiking,Never,Never,High School,Engineer,Middle,2,No,Yes,Rarely Travel,Pop,Romance,12,9,Monthly,Often,Friends,17,96,Rarely,No,No
151,24,Female,New York,Raw Vegan,3,Health,Overnight,Indian,8,Rarely,Music,Socially,Regularly,High School,Artist,Low,1,No,No,Cultural,Classical,Documentary,14,8,Monthly,Never,Online Ad,9,82,Often,No,No
152,42,Female,San Jose,Pescatarian,2,Religious,Gradual,Asian,3,Weekly,Music,Never,Socially,Master's,Engineer,Low,4,Yes,Yes,Rarely Travel,Pop,Documentary,10,2,Weekly,Often,Social Media,24,91,Rarely,No,Yes
153,40,Female,New York,Pescatarian,5,Health,Overnight,Mediterranean,10,Rarely,Yoga,Never,Socially,High School,Teacher,High,5,Yes,Yes,Adventurous,Classical,Comedy,3,4,Daily,Often,Online Ad,9,93,Rarely,No,Yes
154,43,Male,San Antonio,Pescatarian,7,Environmental,Overnight,Asian,7,Rarely,Music,Socially,Socially,Bachelor's,Artist,Middle,0,No,No,Adventurous,Pop,Comedy,14,7,Monthly,Often,Friends,14,63,Always,No,Yes
155,49,Female,Houston,Pescatarian,8,Ethical,Overnight,Mediterranean,10,Daily,Yoga,Never,Regularly,PhD,Teacher,Low,2,No,No,Cultural,Pop,Documentary,13,4,Monthly,Rarely,Social Media,6,77,Often,No,No
156,37,Male,San Antonio,Raw Vegan,9,Health,In Phases,Indian,9,Weekly,Music,Never,Regularly,PhD,Engineer,High,4,Yes,Yes,Adventurous,Rock,Action,3,5,Daily,Rarely,Online Ad,9,93,Rarely,No,Yes
157,41,Male,New York,Raw Vegan,7,Religious,Gradual,Mediterranean,5,Daily,Yoga,Regularly,Never,Master's,Engineer,Low,4,Yes,Yes,Relaxing,Classical,Documentary,18,9,Monthly,Often,Social Media,13,52,Rarely,No,No
158,26,Female,San Jose,Vegan,5,Ethical,Overnight,Mediterranean,9,Rarely,Music,Never,Regularly,Bachelor's,Engineer,High,3,Yes,Yes,Adventurous,Rock,Action,14,1,Weekly,Rarely,Online Ad,20,69,Rarely,No,No
159,40,Male,Los Angeles,Vegetarian,12,Health,Gradual,Asian,3,Rarely,Music,Socially,Regularly,PhD,Artist,Low,3,No,Yes,Adventurous,Pop,Comedy,20,6,Weekly,Rarely,Social Media,19,67,Always,No,No
160,31,Male,Chicago,Vegetarian,12,Environmental,Overnight,Asian,4,Rarely,Music,Regularly,Never,Master's,Artist,High,4,No,Yes,Relaxing,Jazz,Documentary,10,4,Weekly,Often,Social Media,2,81,Often,No,No
161,23,Male,New York,Pescatarian,3,Environmental,In Phases,Indian,9,Weekly,Reading,Socially,Regularly,Bachelor's,Doctor,Middle,3,Yes,Yes,Relaxing,Classical,Documentary,5,7,Weekly,Never,Friends,22,88,Rarely,No,No
162,44,Female,Chicago,Raw Vegan,16,Environmental,Gradual,Western,9,Weekly,Hiking,Socially,Regularly,PhD,Engineer,High,0,No,No,Adventurous,Pop,Documentary,14,10,Monthly,Rarely,Online Ad,17,81,Rarely,No,Yes
163,18,Male,San Jose,Vegan,5,Environmental,Overnight,Asian,2,Weekly,Yoga,Socially,Socially,Bachelor's,Engineer,High,3,Yes,No,Relaxing,Jazz,Action,14,7,Daily,Often,Online Ad,11,65,Often,Yes,Yes
164,43,Male,San Jose,Vegetarian,11,Religious,Overnight,Mediterranean,9,Weekly,Yoga,Socially,Socially,Master's,Artist,Middle,0,No,Yes,Adventurous,Pop,Action,11,8,Daily,Rarely,Social Media,16,61,Always,No,No
165,34,Female,Chicago,Pescatarian,20,Ethical,Gradual,Western,7,Daily,Hiking,Regularly,Never,Bachelor's,Doctor,High,2,No,Yes,Rarely Travel,Jazz,Documentary,7,7,Weekly,Often,Friends,21,81,Rarely,Yes,No
166,46,Male,Philadelphia,Vegetarian,5,Health,In Phases,Mediterranean,7,Daily,Hiking,Socially,Never,High School,Teacher,Low,3,No,No,Rarely Travel,Rock,Documentary,10,10,Monthly,Often,Online Ad,4,98,Often,No,No
167,43,Female,Los Angeles,Raw Vegan,2,Health,Gradual,Western,6,Rarely,Yoga,Regularly,Socially,Bachelor's,Artist,Middle,0,No,Yes,Relaxing,Pop,Documentary,18,10,Monthly,Never,Friends,3,65,Often,No,No
168,44,Male,Phoenix,Vegetarian,16,Religious,Overnight,Indian,8,Daily,Yoga,Never,Never,Bachelor's,Teacher,Low,5,Yes,Yes,Cultural,Pop,Documentary,12,1,Daily,Never,Friends,14,55,Rarely,No,Yes
169,38,Male,Dallas,Raw Vegan,5,Religious,In Phases,Mediterranean,7,Weekly,Music,Never,Never,Master's,Entrepreneur,Low,0,No,No,Relaxing,Pop,Romance,19,1,Daily,Often,Social Media,5,82,Rarely,No,Yes
170,24,Female,Los Angeles,Vegan,13,Ethical,Overnight,Asian,7,Daily,Music,Never,Socially,High School,Artist,Middle,5,Yes,No,Adventurous,Classical,Romance,15,6,Monthly,Rarely,Online Ad,8,72,Rarely,Yes,No
171,43,Male,San Jose,Vegan,4,Ethical,In Phases,Asian,5,Rarely,Reading,Regularly,Never,Bachelor's,Entrepreneur,High,5,Yes,No,Cultural,Classical,Romance,13,10,Daily,Often,Online Ad,9,51,Rarely,No,No
172,37,Female,Chicago,Pescatarian,5,Religious,Overnight,Asian,9,Daily,Yoga,Regularly,Never,Master's,Artist,High,5,Yes,No,Rarely Travel,Classical,Documentary,4,7,Weekly,Never,Friends,21,85,Always,No,No
173,23,Male,San Diego,Raw Vegan,5,Ethical,In Phases,Asian,8,Weekly,Hiking,Socially,Never,PhD,Teacher,High,3,Yes,No,Relaxing,Classical,Romance,19,6,Weekly,Rarely,Social Media,17,90,Always,No,Yes
174,47,Male,San Diego,Pescatarian,19,Religious,Overnight,Mediterranean,9,Rarely,Reading,Never,Regularly,High School,Entrepreneur,Middle,5,No,No,Adventurous,Rock,Comedy,17,2,Monthly,Never,Friends,12,68,Always,No,No
175,48,Male,San Diego,Raw Vegan,3,Ethical,Overnight,Western,9,Rarely,Music,Socially,Never,Bachelor's,Teacher,High,5,Yes,No,Rarely Travel,Classical,Romance,2,1,Monthly,Often,Friends,16,53,Rarely,No,Yes
176,46,Female,Houston,Vegetarian,11,Health,In Phases,Mediterranean,10,Daily,Hiking,Never,Never,Bachelor's,Teacher,Middle,0,No,No,Cultural,Pop,Documentary,14,1,Weekly,Often,Social Media,5,90,Always,No,No
177,34,Female,San Jose,Pescatarian,11,Environmental,In Phases,Indian,5,Daily,Music,Regularly,Regularly,Master's,Teacher,Low,5,No,Yes,Rarely Travel,Rock,Documentary,3,7,Weekly,Often,Social Media,14,91,Often,No,No
178,37,Male,Houston,Pescatarian,16,Environmental,Overnight,Mediterranean,3,Weekly,Music,Socially,Socially,Bachelor's,Engineer,High,5,No,Yes,Adventurous,Pop,Action,14,8,Weekly,Never,Social Media,11,90,Always,No,Yes
179,42,Male,San Jose,Vegan,11,Health,Overnight,Indian,10,Daily,Music,Never,Never,Master's,Entrepreneur,High,5,No,No,Rarely Travel,Jazz,Comedy,20,8,Weekly,Often,Social Media,11,51,Often,No,No
180,50,Male,San Jose,Raw Vegan,8,Religious,In Phases,Western,3,Weekly,Hiking,Regularly,Regularly,Master's,Entrepreneur,Middle,2,No,Yes,Relaxing,Pop,Comedy,12,6,Daily,Often,Friends,23,83,Always,No,No
181,19,Female,Phoenix,Raw Vegan,9,Religious,Overnight,Indian,8,Daily,Hiking,Regularly,Socially,Master's,Engineer,High,3,No,No,Cultural,Jazz,Action,7,2,Daily,Rarely,Friends,16,98,Always,No,No
182,21,Male,New York,Raw Vegan,11,Ethical,In Phases,Western,1,Daily,Reading,Socially,Socially,Bachelor's,Entrepreneur,High,4,Yes,Yes,Relaxing,Jazz,Documentary,5,6,Daily,Never,Online Ad,18,52,Always,No,No
183,27,Male,San Antonio,Vegan,14,Environmental,Gradual,Indian,9,Rarely,Reading,Regularly,Never,PhD,Doctor,Middle,1,No,Yes,Rarely Travel,Classical,Documentary,20,9,Daily,Often,Online Ad,10,92,Often,No,No
184,50,Female,New York,Vegetarian,4,Health,Overnight,Asian,1,Rarely,Reading,Regularly,Never,Master's,Engineer,Middle,4,No,No,Cultural,Rock,Documentary,7,4,Weekly,Never,Social Media,4,71,Always,No,No
185,22,Female,Dallas,Vegetarian,19,Religious,In Phases,Asian,3,Weekly,Yoga,Never,Socially,Bachelor's,Doctor,Middle,4,No,No,Rarely Travel,Classical,Comedy,17,1,Weekly,Often,Friends,22,57,Always,No,Yes
186,42,Female,San Jose,Vegetarian,19,Religious,Gradual,Asian,7,Weekly,Reading,Regularly,Socially,Bachelor's,Artist,High,0,No,Yes,Relaxing,Jazz,Documentary,5,10,Daily,Often,Online Ad,13,83,Rarely,No,No
187,25,Female,Houston,Vegan,8,Ethical,Gradual,Western,4,Rarely,Yoga,Regularly,Never,High School,Engineer,High,4,Yes,No,Cultural,Classical,Action,8,2,Daily,Rarely,Social Media,24,55,Always,Yes,No
188,42,Female,San Antonio,Vegan,7,Health,In Phases,Asian,4,Weekly,Reading,Regularly,Never,Master's,Artist,Low,4,No,No,Cultural,Classical,Comedy,9,7,Monthly,Rarely,Social Media,8,64,Always,No,No
189,38,Male,Houston,Pescatarian,7,Ethical,In Phases,Mediterranean,9,Daily,Yoga,Never,Socially,PhD,Entrepreneur,High,3,Yes,No,Relaxing,Pop,Documentary,10,7,Daily,Never,Social Media,1,73,Always,Yes,No
190,35,Male,Philadelphia,Raw Vegan,9,Ethical,Gradual,Mediterranean,3,Weekly,Yoga,Regularly,Socially,Master's,Entrepreneur,Middle,5,Yes,Yes,Cultural,Classical,Action,13,2,Daily,Often,Friends,22,95,Rarely,No,Yes
191,48,Female,San Diego,Pescatarian,7,Health,Overnight,Indian,3,Rarely,Yoga,Never,Regularly,Bachelor's,Artist,Middle,1,No,Yes,Cultural,Pop,Comedy,18,8,Weekly,Rarely,Social Media,6,56,Always,No,No
192,23,Male,San Jose,Raw Vegan,3,Ethical,In Phases,Western,1,Daily,Music,Socially,Never,Master's,Doctor,Low,2,No,Yes,Relaxing,Pop,Documentary,14,5,Monthly,Never,Online Ad,12,83,Rarely,No,No
193,24,Male,New York,Raw Vegan,14,Environmental,Gradual,Western,7,Weekly,Yoga,Regularly,Socially,Bachelor's,Engineer,Low,4,Yes,No,Cultural,Classical,Documentary,17,9,Weekly,Often,Online Ad,11,85,Always,No,No
194,34,Female,Dallas,Raw Vegan,14,Health,Gradual,Mediterranean,6,Weekly,Music,Never,Regularly,Bachelor's,Doctor,Low,4,Yes,No,Cultural,Classical,Documentary,16,5,Daily,Often,Online Ad,3,77,Rarely,Yes,No
195,45,Male,San Jose,Vegetarian,8,Religious,In Phases,Asian,3,Daily,Music,Never,Never,PhD,Entrepreneur,Low,5,No,No,Rarely Travel,Classical,Action,8,6,Monthly,Rarely,Friends,21,83,Rarely,No,Yes
196,24,Male,Chicago,Pescatarian,16,Ethical,Gradual,Western,10,Rarely,Yoga,Never,Never,High School,Engineer,High,3,No,Yes,Relaxing,Classical,Comedy,1,3,Weekly,Rarely,Online Ad,18,84,Always,No,No
197,37,Male,San Antonio,Raw Vegan,3,Ethical,Gradual,Western,8,Weekly,Hiking,Socially,Never,High School,Entrepreneur,High,4,No,No,Cultural,Pop,Romance,9,9,Weekly,Often,Online Ad,5,99,Rarely,No,Yes
198,35,Female,Phoenix,Vegan,14,Health,Overnight,Western,10,Weekly,Music,Socially,Never,High School,Teacher,Middle,0,No,Yes,Rarely Travel,Rock,Documentary,15,10,Weekly,Never,Online Ad,12,94,Often,No,Yes
199,46,Female,San Jose,Vegetarian,17,Ethical,Gradual,Asian,5,Daily,Hiking,Never,Never,PhD,Engineer,Middle,2,Yes,No,Relaxing,Classical,Action,18,10,Weekly,Often,Social Media,2,76,Often,No,Yes
200,34,Male,Chicago,Vegetarian,5,Health,Overnight,Western,1,Weekly,Yoga,Never,Never,Bachelor's,Teacher,Middle,1,Yes,Yes,Cultural,Pop,Documentary,12,4,Daily,Never,Online Ad,4,65,Often,No,No
201,50,Male,Dallas,Raw Vegan,7,Religious,Overnight,Asian,5,Weekly,Hiking,Regularly,Never,PhD,Doctor,Middle,5,Yes,No,Adventurous,Pop,Comedy,9,2,Daily,Rarely,Social Media,16,92,Always,No,Yes
202,19,Male,New York,Vegetarian,1,Ethical,In Phases,Western,3,Daily,Yoga,Regularly,Never,High School,Engineer,High,3,Yes,No,Rarely Travel,Classical,Action,20,5,Daily,Rarely,Social Media,18,75,Always,No,Yes
203,19,Female,San Jose,Vegetarian,18,Religious,In Phases,Western,8,Rarely,Music,Socially,Regularly,Bachelor's,Doctor,Low,0,No,Yes,Relaxing,Pop,Documentary,14,2,Daily,Often,Friends,24,50,Often,No,No
204,30,Female,New York,Raw Vegan,14,Religious,Overnight,Asian,3,Daily,Music,Never,Never,Master's,Artist,Middle,1,No,No,Rarely Travel,Pop,Romance,12,1,Weekly,Rarely,Online Ad,1,99,Often,No,No
205,41,Female,Phoenix,Pescatarian,5,Ethical,In Phases,Indian,7,Weekly,Hiking,Socially,Socially,Master's,Teacher,Low,2,Yes,Yes,Cultural,Jazz,Romance,12,10,Daily,Often,Social Media,5,86,Often,No,No
206,20,Male,Chicago,Pescatarian,11,Religious,Gradual,Indian,5,Rarely,Hiking,Regularly,Socially,Bachelor's,Entrepreneur,Middle,2,Yes,No,Cultural,Jazz,Comedy,15,9,Weekly,Often,Friends,7,77,Always,No,Yes
207,35,Female,Phoenix,Vegan,1,Health,Gradual,Mediterranean,3,Weekly,Music,Never,Socially,High School,Doctor,High,4,Yes,Yes,Cultural,Jazz,Documentary,15,3,Weekly,Often,Friends,4,58,Always,No,No
208,19,Female,San Antonio,Pescatarian,8,Environmental,In Phases,Asian,9,Rarely,Hiking,Regularly,Socially,High School,Artist,Low,1,Yes,No,Cultural,Rock,Documentary,5,2,Monthly,Never,Friends,20,63,Always,No,No
209,29,Female,San Diego,Vegetarian,3,Ethical,Gradual,Western,4,Rarely,Yoga,Regularly,Regularly,PhD,Doctor,Middle,5,No,Yes,Relaxing,Classical,Romance,1,3,Monthly,Never,Online Ad,24,87,Often,No,Yes
210,30,Male,San Antonio,Pescatarian,7,Health,Gradual,Asian,6,Weekly,Hiking,Socially,Socially,Bachelor's,Teacher,High,1,Yes,Yes,Relaxing,Jazz,Romance,12,2,Daily,Often,Friends,20,100,Rarely,Yes,Yes
211,23,Female,San Diego,Vegetarian,18,Health,Overnight,Mediterranean,6,Rarely,Reading,Regularly,Socially,High School,Engineer,Middle,3,No,Yes,Cultural,Classical,Action,15,5,Daily,Rarely,Online Ad,15,50,Rarely,No,Yes
212,33,Male,Houston,Vegetarian,20,Ethical,Gradual,Asian,1,Rarely,Hiking,Never,Never,Bachelor's,Engineer,Middle,1,Yes,Yes,Adventurous,Pop,Romance,17,10,Weekly,Rarely,Friends,5,86,Rarely,No,No
213,44,Male,Philadelphia,Raw Vegan,17,Ethical,Overnight,Asian,10,Weekly,Reading,Never,Socially,Master's,Entrepreneur,Low,4,Yes,No,Relaxing,Rock,Action,16,7,Weekly,Never,Social Media,23,86,Often,No,No
214,44,Female,Chicago,Vegan,3,Health,Overnight,Indian,1,Weekly,Reading,Regularly,Regularly,PhD,Engineer,Middle,5,No,No,Rarely Travel,Rock,Documentary,6,2,Monthly,Never,Social Media,16,71,Always,No,Yes
215,40,Male,Houston,Pescatarian,11,Environmental,In Phases,Indian,3,Rarely,Hiking,Socially,Never,Master's,Doctor,High,4,No,Yes,Relaxing,Classical,Romance,15,7,Weekly,Rarely,Social Media,22,76,Often,No,No
216,20,Female,Dallas,Vegetarian,4,Religious,Overnight,Indian,1,Daily,Yoga,Regularly,Never,High School,Teacher,Low,2,Yes,No,Relaxing,Rock,Romance,17,3,Daily,Rarely,Social Media,17,82,Rarely,No,Yes
217,48,Male,Dallas,Pescatarian,19,Environmental,In Phases,Asian,7,Daily,Hiking,Socially,Never,PhD,Entrepreneur,Middle,4,No,No,Relaxing,Pop,Action,2,3,Daily,Often,Online Ad,18,61,Always,No,No
218,19,Male,Houston,Vegan,11,Ethical,Gradual,Asian,7,Daily,Music,Socially,Socially,High School,Engineer,High,3,No,No,Relaxing,Rock,Comedy,6,4,Daily,Often,Friends,1,70,Always,No,Yes
219,40,Male,Philadelphia,Vegan,8,Religious,Gradual,Indian,2,Weekly,Reading,Regularly,Socially,Master's,Engineer,Low,2,No,No,Rarely Travel,Classical,Romance,10,3,Monthly,Rarely,Online Ad,22,62,Often,No,No
220,20,Female,San Jose,Vegan,19,Health,In Phases,Asian,10,Rarely,Reading,Socially,Regularly,Master's,Artist,Low,1,No,No,Cultural,Rock,Action,18,5,Weekly,Rarely,Friends,18,86,Often,No,No
221,26,Male,Los Angeles,Raw Vegan,18,Religious,In Phases,Indian,5,Daily,Yoga,Regularly,Socially,Bachelor's,Teacher,Low,2,No,Yes,Rarely Travel,Rock,Comedy,1,10,Daily,Often,Online Ad,16,77,Rarely,No,No
222,47,Female,Philadelphia,Raw Vegan,3,Health,In Phases,Western,6,Rarely,Hiking,Never,Regularly,High School,Entrepreneur,Low,3,No,Yes,Rarely Travel,Jazz,Comedy,8,10,Daily,Often,Friends,21,93,Always,No,No
223,48,Male,Dallas,Raw Vegan,3,Ethical,Gradual,Indian,1,Rarely,Hiking,Regularly,Never,Bachelor's,Entrepreneur,High,3,No,Yes,Cultural,Rock,Comedy,10,2,Daily,Never,Online Ad,15,94,Rarely,No,No
224,47,Female,Phoenix,Vegan,9,Environmental,Gradual,Indian,9,Daily,Reading,Regularly,Never,PhD,Engineer,High,4,No,No,Relaxing,Classical,Documentary,18,5,Weekly,Often,Online Ad,13,52,Rarely,No,No
225,26,Female,Philadelphia,Pescatarian,14,Environmental,Overnight,Asian,6,Rarely,Reading,Socially,Never,High School,Entrepreneur,Low,4,No,No,Cultural,Pop,Action,5,10,Monthly,Often,Online Ad,10,92,Always,No,No
